ts,x,y,z,qw,qx,qy,qz
1403636622643555328,-1.556159,-4.610017,0.539206,0.405669,-0.614301,-0.507686,-0.447573
1403636622648555520,-1.556171,-4.610008,0.539204,0.405700,-0.614299,-0.507689,-0.447544
1403636622653555456,-1.556180,-4.610002,0.539204,0.405729,-0.614293,-0.507687,-0.447529
1403636622658555392,-1.556182,-4.609996,0.539202,0.405736,-0.614290,-0.507688,-0.447525
1403636622663555328,-1.556179,-4.609990,0.539201,0.405716,-0.614297,-0.507697,-0.447524
1403636622668555520,-1.556174,-4.609986,0.539201,0.405676,-0.614309,-0.507702,-0.447537
1403636622673555712,-1.556170,-4.609983,0.539202,0.405658,-0.614322,-0.507690,-0.447550
1403636622678555392,-1.556172,-4.609977,0.539204,0.405699,-0.614310,-0.507659,-0.447564
1403636622683555584,-1.556180,-4.609969,0.539204,0.405725,-0.614296,-0.507657,-0.447563
1403636622688555520,-1.556223,-4.609973,0.539197,0.405707,-0.614266,-0.507680,-0.447593
1403636622693555712,-1.556239,-4.609970,0.539202,0.405710,-0.614239,-0.507686,-0.447620
1403636622698555392,-1.556256,-4.609968,0.539204,0.405753,-0.614233,-0.507681,-0.447597
1403636622703555584,-1.556268,-4.609969,0.539202,0.405799,-0.614260,-0.507658,-0.447544
1403636622708555520,-1.556270,-4.609974,0.539196,0.405788,-0.614315,-0.507634,-0.447505
1403636622713555456,-1.556270,-4.609976,0.539191,0.405754,-0.614346,-0.507618,-0.447513
1403636622718555392,-1.556275,-4.609977,0.539187,0.405748,-0.614345,-0.507612,-0.447526
1403636622723555584,-1.556277,-4.609978,0.539185,0.405765,-0.614368,-0.507602,-0.447490
1403636622728555520,-1.556274,-4.609981,0.539183,0.405762,-0.614399,-0.507582,-0.447473
1403636622733555456,-1.556307,-4.609991,0.539179,0.405747,-0.614371,-0.507583,-0.447523
1403636622738555392,-1.556320,-4.609991,0.539181,0.405761,-0.614344,-0.507602,-0.447525
1403636622743555584,-1.556332,-4.609996,0.539180,0.405791,-0.614341,-0.507618,-0.447485
1403636622748555520,-1.556337,-4.610004,0.539178,0.405777,-0.614338,-0.507644,-0.447472
1403636622753555456,-1.556340,-4.610010,0.539179,0.405733,-0.614306,-0.507679,-0.447517
1403636622758555392,-1.556337,-4.610019,0.539186,0.405721,-0.614286,-0.507677,-0.447556
1403636622763555584,-1.556327,-4.610030,0.539193,0.405737,-0.614309,-0.507640,-0.447553
1403636622768555520,-1.556320,-4.610040,0.539201,0.405727,-0.614316,-0.507619,-0.447576
1403636622773555456,-1.556318,-4.610049,0.539208,0.405694,-0.614303,-0.507628,-0.447614
1403636622778555392,-1.556317,-4.610058,0.539211,0.405721,-0.614326,-0.507610,-0.447578
1403636622783555584,-1.556313,-4.610068,0.539212,0.405782,-0.614341,-0.507578,-0.447538
1403636622788555264,-1.556361,-4.610088,0.539208,0.405767,-0.614309,-0.507606,-0.447564
1403636622793555456,-1.556375,-4.610097,0.539211,0.405737,-0.614298,-0.507640,-0.447568
1403636622798555648,-1.556385,-4.610107,0.539211,0.405773,-0.614317,-0.507619,-0.447532
1403636622803555584,-1.556394,-4.610120,0.539213,0.405808,-0.614349,-0.507590,-0.447491
1403636622808555520,-1.556403,-4.610129,0.539217,0.405777,-0.614366,-0.507586,-0.447500
1403636622813555456,-1.556404,-4.610135,0.539223,0.405742,-0.614399,-0.507560,-0.447516
1403636622818555648,-1.556399,-4.610141,0.539235,0.405766,-0.614413,-0.507494,-0.447549
1403636622823555584,-1.556399,-4.610147,0.539251,0.405781,-0.614386,-0.507468,-0.447602
1403636622828555520,-1.556400,-4.610150,0.539262,0.405771,-0.614383,-0.507491,-0.447589
1403636622833555456,-1.556428,-4.610161,0.539271,0.405825,-0.614367,-0.507487,-0.447567
1403636622838555648,-1.556427,-4.610167,0.539287,0.405906,-0.614319,-0.507462,-0.447587
1403636622843555328,-1.556422,-4.610177,0.539301,0.405887,-0.614291,-0.507490,-0.447611
1403636622848555520,-1.556406,-4.610186,0.539305,0.405842,-0.614312,-0.507506,-0.447606
1403636622853555456,-1.556378,-4.610196,0.539311,0.405864,-0.614343,-0.507448,-0.447610
1403636622858555648,-1.556347,-4.610209,0.539319,0.405855,-0.614368,-0.507398,-0.447638
1403636622863555328,-1.556321,-4.610220,0.539324,0.405778,-0.614410,-0.507421,-0.447626
1403636622868555520,-1.556296,-4.610225,0.539329,0.405772,-0.614430,-0.507431,-0.447593
1403636622873555456,-1.556272,-4.610231,0.539346,0.405844,-0.614402,-0.507399,-0.447602
1403636622878555648,-1.556254,-4.610233,0.539369,0.405874,-0.614350,-0.507396,-0.447650
1403636622883555328,-1.556241,-4.610231,0.539382,0.405887,-0.614316,-0.507416,-0.447661
1403636622888555520,-1.556269,-4.610241,0.539385,0.405945,-0.614303,-0.507407,-0.447637
1403636622893555456,-1.556248,-4.610242,0.539395,0.405951,-0.614315,-0.507379,-0.447647
1403636622898555392,-1.556220,-4.610241,0.539401,0.405864,-0.614328,-0.507383,-0.447703
1403636622903555328,-1.556190,-4.610235,0.539403,0.405824,-0.614355,-0.507370,-0.447716
1403636622908555520,-1.556157,-4.610232,0.539409,0.405841,-0.614404,-0.507324,-0.447686
1403636622913555456,-1.556127,-4.610229,0.539426,0.405827,-0.614422,-0.507290,-0.447713
1403636622918555392,-1.556109,-4.610225,0.539449,0.405818,-0.614371,-0.507291,-0.447789
1403636622923555584,-1.556099,-4.610217,0.539467,0.405881,-0.614335,-0.507293,-0.447781
1403636622928555520,-1.556087,-4.610210,0.539476,0.405914,-0.614376,-0.507298,-0.447688
1403636622933555712,-1.556077,-4.610200,0.539488,0.405881,-0.614384,-0.507321,-0.447681
1403636622938555392,-1.556112,-4.610204,0.539507,0.405913,-0.614330,-0.507310,-0.447739
1403636622943555584,-1.556106,-4.610201,0.539514,0.405968,-0.614372,-0.507280,-0.447664
1403636622948555520,-1.556092,-4.610199,0.539519,0.405956,-0.614434,-0.507263,-0.447609
1403636622953555456,-1.556079,-4.610199,0.539530,0.405924,-0.614406,-0.507238,-0.447706
1403636622958555392,-1.556066,-4.610202,0.539534,0.405913,-0.614429,-0.507203,-0.447725
1403636622963555584,-1.556049,-4.610204,0.539526,0.405917,-0.614544,-0.507160,-0.447611
1403636622968555520,-1.556037,-4.610201,0.539527,0.405909,-0.614563,-0.507153,-0.447600
1403636622973555456,-1.556034,-4.610196,0.539543,0.405899,-0.614494,-0.507192,-0.447661
1403636622978555392,-1.556029,-4.610190,0.539555,0.405939,-0.614473,-0.507209,-0.447633
1403636622983555584,-1.556014,-4.610183,0.539561,0.406000,-0.614473,-0.507202,-0.447585
1403636622988555520,-1.556031,-4.610183,0.539573,0.405951,-0.614419,-0.507243,-0.447658
1403636622993555456,-1.556008,-4.610173,0.539577,0.405884,-0.614392,-0.507265,-0.447731
1403636622998555392,-1.555983,-4.610164,0.539579,0.405896,-0.614419,-0.507233,-0.447719
1403636623003555584,-1.555958,-4.610157,0.539588,0.405870,-0.614459,-0.507221,-0.447701
1403636623008555520,-1.555930,-4.610154,0.539602,0.405828,-0.614477,-0.507196,-0.447743
1403636623013555456,-1.555905,-4.610148,0.539618,0.405857,-0.614434,-0.507145,-0.447833
1403636623018555392,-1.555889,-4.610141,0.539621,0.405845,-0.614432,-0.507162,-0.447828
1403636623023555584,-1.555873,-4.610129,0.539616,0.405773,-0.614486,-0.507219,-0.447754
1403636623028555520,-1.555858,-4.610114,0.539626,0.405814,-0.614441,-0.507196,-0.447805
1403636623033555456,-1.555848,-4.610102,0.539639,0.405869,-0.614386,-0.507179,-0.447849
1403636623038555392,-1.555841,-4.610094,0.539634,0.405805,-0.614454,-0.507246,-0.447738
1403636623043555584,-1.555835,-4.610090,0.539633,0.405823,-0.614456,-0.507250,-0.447715
1403636623048555520,-1.555825,-4.610088,0.539638,0.405861,-0.614400,-0.507228,-0.447784
1403636623053555456,-1.555810,-4.610081,0.539629,0.405786,-0.614461,-0.507259,-0.447732
1403636623058555648,-1.555787,-4.610070,0.539621,0.405800,-0.614528,-0.507216,-0.447676
1403636623063555584,-1.555760,-4.610061,0.539632,0.405879,-0.614499,-0.507116,-0.447756
1403636623068555520,-1.555736,-4.610055,0.539642,0.405868,-0.614493,-0.507077,-0.447819
1403636623073555456,-1.555715,-4.610045,0.539641,0.405874,-0.614529,-0.507064,-0.447779
1403636623078555648,-1.555695,-4.610036,0.539640,0.405979,-0.614512,-0.507019,-0.447758
1403636623083555584,-1.555673,-4.610026,0.539646,0.406003,-0.614476,-0.507021,-0.447784
1403636623088555520,-1.555806,-4.610031,0.539678,0.405937,-0.614431,-0.507092,-0.447826
1403636623093555456,-1.555797,-4.610022,0.539676,0.405940,-0.614463,-0.507107,-0.447762
1403636623098555648,-1.555782,-4.610013,0.539669,0.405928,-0.614500,-0.507091,-0.447739
1403636623103555328,-1.555770,-4.610001,0.539661,0.405844,-0.614492,-0.507122,-0.447792
1403636623108555520,-1.555759,-4.609988,0.539648,0.405812,-0.614523,-0.507144,-0.447753
1403636623113555456,-1.555738,-4.609977,0.539639,0.405862,-0.614557,-0.507091,-0.447722
1403636623118555648,-1.555717,-4.609966,0.539647,0.405843,-0.614497,-0.507071,-0.447844
1403636623123555328,-1.555705,-4.609954,0.539650,0.405761,-0.614448,-0.507132,-0.447915
1403636623128555520,-1.555694,-4.609939,0.539638,0.405757,-0.614489,-0.507155,-0.447838
1403636623133555456,-1.555684,-4.609924,0.539633,0.405789,-0.614480,-0.507138,-0.447839
1403636623138555648,-1.555716,-4.609908,0.539639,0.405780,-0.614435,-0.507163,-0.447881
1403636623143555328,-1.555719,-4.609891,0.539627,0.405813,-0.614465,-0.507162,-0.447811
1403636623148555520,-1.555719,-4.609875,0.539618,0.405851,-0.614491,-0.507134,-0.447773
1403636623153555456,-1.555720,-4.609864,0.539617,0.405821,-0.614507,-0.507125,-0.447788
1403636623158555392,-1.555721,-4.609855,0.539616,0.405826,-0.614510,-0.507102,-0.447807
1403636623163555328,-1.555719,-4.609850,0.539605,0.405841,-0.614542,-0.507082,-0.447771
1403636623168555520,-1.555716,-4.609844,0.539595,0.405819,-0.614592,-0.507081,-0.447723
1403636623173555712,-1.555710,-4.609839,0.539596,0.405847,-0.614573,-0.507051,-0.447758
1403636623178555392,-1.555703,-4.609830,0.539594,0.405854,-0.614567,-0.507055,-0.447755
1403636623183555584,-1.555694,-4.609818,0.539588,0.405796,-0.614594,-0.507116,-0.447703
1403636623188555520,-1.555720,-4.609802,0.539605,0.405805,-0.614522,-0.507135,-0.447771
1403636623193555712,-1.555717,-4.609789,0.539609,0.405811,-0.614499,-0.507153,-0.447777
1403636623198555392,-1.555711,-4.609772,0.539607,0.405768,-0.614557,-0.507184,-0.447702
1403636623203555584,-1.555703,-4.609753,0.539612,0.405800,-0.614536,-0.507150,-0.447739
1403636623208555520,-1.555697,-4.609732,0.539609,0.405800,-0.614551,-0.507139,-0.447731
1403636623213555456,-1.555690,-4.609707,0.539599,0.405769,-0.614610,-0.507143,-0.447675
1403636623218555392,-1.555683,-4.609685,0.539599,0.405821,-0.614564,-0.507090,-0.447751
1403636623223555584,-1.555675,-4.609667,0.539600,0.405847,-0.614542,-0.507059,-0.447792
1403636623228555520,-1.555671,-4.609642,0.539592,0.405831,-0.614591,-0.507063,-0.447735
1403636623233555456,-1.555704,-4.609607,0.539599,0.405861,-0.614577,-0.507054,-0.447737
1403636623238555392,-1.555711,-4.609581,0.539598,0.405894,-0.614569,-0.507041,-0.447732
1403636623243555584,-1.555716,-4.609555,0.539589,0.405872,-0.614614,-0.507057,-0.447672
1403636623248555520,-1.555720,-4.609531,0.539578,0.405839,-0.614654,-0.507081,-0.447621
1403636623253555456,-1.555716,-4.609504,0.539578,0.405861,-0.614643,-0.507064,-0.447635
1403636623258555392,-1.555710,-4.609473,0.539580,0.405858,-0.614632,-0.507065,-0.447651
1403636623263555584,-1.555704,-4.609445,0.539582,0.405835,-0.614664,-0.507090,-0.447600
1403636623268555520,-1.555688,-4.609419,0.539594,0.405893,-0.614637,-0.507041,-0.447640
1403636623273555456,-1.555664,-4.609390,0.539608,0.405874,-0.614604,-0.507031,-0.447715
1403636623278555392,-1.555640,-4.609350,0.539615,0.405778,-0.614650,-0.507079,-0.447683
1403636623283555584,-1.555614,-4.609303,0.539625,0.405782,-0.614630,-0.507058,-0.447730
1403636623288555264,-1.555594,-4.609250,0.539635,0.405746,-0.614576,-0.507080,-0.447813
1403636623293555456,-1.555581,-4.609198,0.539636,0.405667,-0.614616,-0.507155,-0.447744
1403636623298555648,-1.555567,-4.609152,0.539641,0.405718,-0.614624,-0.507126,-0.447720
1403636623303555584,-1.555557,-4.609116,0.539653,0.405758,-0.614564,-0.507088,-0.447809
1403636623308555520,-1.555550,-4.609091,0.539659,0.405718,-0.614579,-0.507114,-0.447795
1403636623313555456,-1.555546,-4.609076,0.539658,0.405762,-0.614610,-0.507083,-0.447748
1403636623318555648,-1.555547,-4.609067,0.539652,0.405803,-0.614600,-0.507067,-0.447743
1403636623323555584,-1.555551,-4.609060,0.539635,0.405797,-0.614607,-0.507107,-0.447694
1403636623328555520,-1.555553,-4.609057,0.539626,0.405859,-0.614620,-0.507098,-0.447629
1403636623333555456,-1.555697,-4.609028,0.539663,0.405912,-0.614600,-0.507070,-0.447641
1403636623338555648,-1.555711,-4.609022,0.539662,0.405919,-0.614590,-0.507046,-0.447675
1403636623343555328,-1.555720,-4.609014,0.539656,0.405941,-0.614613,-0.507012,-0.447663
1403636623348555520,-1.555724,-4.609013,0.539648,0.405956,-0.614693,-0.506966,-0.447590
1403636623353555456,-1.555729,-4.609012,0.539644,0.405940,-0.614709,-0.506939,-0.447614
1403636623358555648,-1.555735,-4.609008,0.539635,0.405916,-0.614701,-0.506943,-0.447641
1403636623363555328,-1.555737,-4.609000,0.539626,0.405901,-0.614756,-0.506962,-0.447558
1403636623368555520,-1.555742,-4.608995,0.539629,0.405882,-0.614734,-0.506987,-0.447578
1403636623373555456,-1.555746,-4.608992,0.539629,0.405883,-0.614676,-0.507007,-0.447634
1403636623378555648,-1.555741,-4.608986,0.539616,0.405896,-0.614700,-0.507005,-0.447591
1403636623383555328,-1.555731,-4.608979,0.539607,0.405826,-0.614693,-0.507042,-0.447623
1403636623388555520,-1.555722,-4.608975,0.539609,0.405770,-0.614650,-0.507071,-0.447699
1403636623393555456,-1.555711,-4.608971,0.539603,0.405766,-0.614667,-0.507051,-0.447703
1403636623398555392,-1.555707,-4.608971,0.539597,0.405715,-0.614685,-0.507062,-0.447712
1403636623403555328,-1.555711,-4.608968,0.539600,0.405743,-0.614653,-0.507052,-0.447742
1403636623408555520,-1.555716,-4.608952,0.539599,0.405834,-0.614644,-0.507013,-0.447715
1403636623413555456,-1.555720,-4.608928,0.539589,0.405814,-0.614672,-0.507041,-0.447665
1403636623418555392,-1.555725,-4.608908,0.539581,0.405797,-0.614648,-0.507060,-0.447690
1403636623423555584,-1.555732,-4.608895,0.539583,0.405814,-0.614627,-0.507051,-0.447714
1403636623428555520,-1.555739,-4.608892,0.539587,0.405793,-0.614680,-0.507053,-0.447659
1403636623433555712,-1.555924,-4.608879,0.539623,0.405845,-0.614641,-0.507007,-0.447717
1403636623438555392,-1.555960,-4.608900,0.539634,0.405896,-0.614630,-0.506963,-0.447736
1403636623443555584,-1.555989,-4.608933,0.539636,0.405865,-0.614718,-0.506962,-0.447644
1403636623448555520,-1.556015,-4.608975,0.539648,0.405889,-0.614703,-0.506912,-0.447700
1403636623453555456,-1.556039,-4.609022,0.539663,0.405905,-0.614651,-0.506894,-0.447777
1403636623458555392,-1.556064,-4.609073,0.539662,0.405874,-0.614707,-0.506932,-0.447684
1403636623463555584,-1.556085,-4.609127,0.539662,0.405906,-0.614700,-0.506930,-0.447667
1403636623468555520,-1.556100,-4.609185,0.539660,0.405923,-0.614669,-0.506947,-0.447675
1403636623473555456,-1.556105,-4.609245,0.539644,0.405870,-0.614758,-0.506995,-0.447548
1403636623478555392,-1.556098,-4.609312,0.539629,0.405856,-0.614812,-0.506973,-0.447510
1403636623483555584,-1.556087,-4.609390,0.539618,0.405847,-0.614807,-0.506930,-0.447575
1403636623488555520,-1.556140,-4.609479,0.539605,0.405798,-0.614828,-0.506941,-0.447577
1403636623493555456,-1.556150,-4.609569,0.539602,0.405849,-0.614802,-0.506906,-0.447607
1403636623498555392,-1.556160,-4.609655,0.539598,0.405904,-0.614746,-0.506888,-0.447654
1403636623503555584,-1.556167,-4.609734,0.539587,0.405874,-0.614768,-0.506940,-0.447593
1403636623508555520,-1.556164,-4.609817,0.539582,0.405875,-0.614769,-0.506935,-0.447595
1403636623513555456,-1.556161,-4.609899,0.539578,0.405846,-0.614746,-0.506937,-0.447651
1403636623518555392,-1.556161,-4.609978,0.539566,0.405812,-0.614773,-0.506961,-0.447617
1403636623523555584,-1.556154,-4.610058,0.539553,0.405840,-0.614825,-0.506926,-0.447559
1403636623528555520,-1.556149,-4.610139,0.539540,0.405831,-0.614829,-0.506920,-0.447570
1403636623533555456,-1.556143,-4.610218,0.539523,0.405828,-0.614816,-0.506931,-0.447579
1403636623538555392,-1.556185,-4.610315,0.539503,0.405842,-0.614821,-0.506935,-0.447554
1403636623543555584,-1.556186,-4.610401,0.539489,0.405814,-0.614783,-0.506959,-0.447604
1403636623548555520,-1.556190,-4.610488,0.539467,0.405804,-0.614761,-0.506984,-0.447615
1403636623553555456,-1.556186,-4.610575,0.539448,0.405859,-0.614803,-0.506948,-0.447549
1403636623558555648,-1.556183,-4.610662,0.539438,0.405890,-0.614803,-0.506899,-0.447575
1403636623563555584,-1.556186,-4.610748,0.539418,0.405849,-0.614846,-0.506916,-0.447534
1403636623568555520,-1.556185,-4.610837,0.539399,0.405871,-0.614889,-0.506886,-0.447490
1403636623573555456,-1.556180,-4.610922,0.539387,0.405872,-0.614867,-0.506873,-0.447534
1403636623578555648,-1.556176,-4.611002,0.539371,0.405816,-0.614859,-0.506937,-0.447523
1403636623583555584,-1.556167,-4.611074,0.539352,0.405838,-0.614866,-0.506926,-0.447506
1403636623588555520,-1.556213,-4.611166,0.539324,0.405795,-0.614897,-0.506935,-0.447491
1403636623593555456,-1.556212,-4.611227,0.539311,0.405764,-0.614907,-0.506941,-0.447499
1403636623598555648,-1.556207,-4.611274,0.539304,0.405755,-0.614943,-0.506915,-0.447487
1403636623603555328,-1.556201,-4.611310,0.539309,0.405709,-0.614968,-0.506896,-0.447517
1403636623608555520,-1.556200,-4.611337,0.539327,0.405756,-0.614922,-0.506842,-0.447599
1403636623613555456,-1.556199,-4.611348,0.539335,0.405775,-0.614957,-0.506838,-0.447536
1403636623618555648,-1.556202,-4.611348,0.539346,0.405796,-0.614916,-0.506846,-0.447566
1403636623623555328,-1.556207,-4.611340,0.539359,0.405817,-0.614887,-0.506870,-0.447560
1403636623628555520,-1.556203,-4.611324,0.539361,0.405783,-0.614955,-0.506905,-0.447457
1403636623633555456,-1.556191,-4.611302,0.539368,0.405771,-0.614947,-0.506883,-0.447504
1403636623638555648,-1.556233,-4.611315,0.539374,0.405763,-0.614955,-0.506865,-0.447521
1403636623643555328,-1.556224,-4.611301,0.539396,0.405792,-0.615002,-0.506811,-0.447490
1403636623648555520,-1.556223,-4.611281,0.539410,0.405796,-0.615001,-0.506790,-0.447513
1403636623653555456,-1.556232,-4.611249,0.539406,0.405747,-0.614990,-0.506862,-0.447491
1403636623658555392,-1.556232,-4.611207,0.539401,0.405730,-0.615006,-0.506920,-0.447418
1403636623663555328,-1.556222,-4.611170,0.539410,0.405730,-0.615001,-0.506920,-0.447425
1403636623668555520,-1.556205,-4.611139,0.539422,0.405685,-0.615012,-0.506919,-0.447452
1403636623673555712,-1.556180,-4.611108,0.539433,0.405637,-0.615052,-0.506888,-0.447476
1403636623678555392,-1.556156,-4.611082,0.539450,0.405630,-0.615039,-0.506830,-0.447565
1403636623683555584,-1.556142,-4.611053,0.539461,0.405595,-0.615072,-0.506849,-0.447531
1403636623688555520,-1.556195,-4.611058,0.539449,0.405618,-0.615053,-0.506859,-0.447525
1403636623693555712,-1.556193,-4.611020,0.539457,0.405647,-0.614980,-0.506869,-0.447586
1403636623698555392,-1.556182,-4.610980,0.539471,0.405667,-0.614959,-0.506885,-0.447580
1403636623703555584,-1.556160,-4.610944,0.539498,0.405727,-0.614959,-0.506812,-0.447607
1403636623708555520,-1.556141,-4.610908,0.539518,0.405706,-0.614979,-0.506780,-0.447635
1403636623713555456,-1.556124,-4.610871,0.539523,0.405691,-0.615030,-0.506776,-0.447583
1403636623718555392,-1.556110,-4.610835,0.539539,0.405752,-0.615036,-0.506713,-0.447592
1403636623723555584,-1.556104,-4.610802,0.539559,0.405756,-0.615040,-0.506694,-0.447603
1403636623728555520,-1.556095,-4.610771,0.539571,0.405770,-0.615077,-0.506679,-0.447556
1403636623733555456,-1.556077,-4.610738,0.539584,0.405812,-0.615058,-0.506621,-0.447610
1403636623738555392,-1.556121,-4.610747,0.539571,0.405737,-0.615066,-0.506664,-0.447618
1403636623743555584,-1.556116,-4.610720,0.539568,0.405689,-0.615119,-0.506706,-0.447542
1403636623748555520,-1.556102,-4.610689,0.539566,0.405700,-0.615104,-0.506681,-0.447582
1403636623753555456,-1.556084,-4.610657,0.539562,0.405683,-0.615092,-0.506677,-0.447617
1403636623758555392,-1.556063,-4.610626,0.539565,0.405713,-0.615097,-0.506626,-0.447642
1403636623763555584,-1.556048,-4.610590,0.539565,0.405716,-0.615115,-0.506585,-0.447661
1403636623768555520,-1.556037,-4.610546,0.539552,0.405694,-0.615168,-0.506597,-0.447593
1403636623773555456,-1.556023,-4.610499,0.539545,0.405742,-0.615167,-0.506570,-0.447584
1403636623778555392,-1.556008,-4.610454,0.539547,0.405748,-0.615157,-0.506573,-0.447587
1403636623783555584,-1.556039,-4.610447,0.539529,0.405705,-0.615201,-0.506596,-0.447540
1403636623788555264,-1.556017,-4.610415,0.539537,0.405702,-0.615205,-0.506530,-0.447612
1403636623793555456,-1.555995,-4.610390,0.539546,0.405661,-0.615208,-0.506482,-0.447699
1403636623798555648,-1.555974,-4.610368,0.539539,0.405588,-0.615291,-0.506485,-0.447647
1403636623803555584,-1.555955,-4.610341,0.539526,0.405553,-0.615339,-0.506475,-0.447624
1403636623808555520,-1.555936,-4.610312,0.539506,0.405463,-0.615399,-0.506538,-0.447553
1403636623813555456,-1.555908,-4.610282,0.539494,0.405374,-0.615449,-0.506579,-0.447519
1403636623818555648,-1.555871,-4.610247,0.539494,0.405343,-0.615432,-0.506528,-0.447628
1403636623823555584,-1.555827,-4.610209,0.539494,0.405322,-0.615487,-0.506459,-0.447648
1403636623828555520,-1.555790,-4.610169,0.539504,0.405383,-0.615512,-0.506345,-0.447687
1403636623833555456,-1.555770,-4.610125,0.539515,0.405444,-0.615482,-0.506311,-0.447713
1403636623838555648,-1.555821,-4.610113,0.539482,0.405469,-0.615448,-0.506374,-0.447666
1403636623843555328,-1.555816,-4.610073,0.539488,0.405551,-0.615357,-0.506374,-0.447716
1403636623848555520,-1.555802,-4.610040,0.539495,0.405566,-0.615346,-0.506383,-0.447706
1403636623853555456,-1.555773,-4.610011,0.539494,0.405549,-0.615431,-0.506355,-0.447637
1403636623858555648,-1.555739,-4.609982,0.539491,0.405569,-0.615448,-0.506252,-0.447712
1403636623863555328,-1.555713,-4.609951,0.539472,0.405482,-0.615507,-0.506257,-0.447704
1403636623868555520,-1.555700,-4.609920,0.539455,0.405434,-0.615511,-0.506288,-0.447708
1403636623873555456,-1.555699,-4.609891,0.539446,0.405432,-0.615453,-0.506343,-0.447728
1403636623878555648,-1.555694,-4.609865,0.539434,0.405372,-0.615487,-0.506436,-0.447629
1403636623883555328,-1.555673,-4.609844,0.539438,0.405399,-0.615449,-0.506392,-0.447707
1403636623888555520,-1.555696,-4.609851,0.539405,0.405344,-0.615487,-0.506365,-0.447735
1403636623893555456,-1.555669,-4.609833,0.539383,0.405257,-0.615601,-0.506340,-0.447685
1403636623898555392,-1.555649,-4.609808,0.539369,0.405244,-0.615595,-0.506290,-0.447761
1403636623903555328,-1.555645,-4.609778,0.539356,0.405182,-0.615611,-0.506354,-0.447724
1403636623908555520,-1.555647,-4.609750,0.539354,0.405208,-0.615596,-0.506359,-0.447715
1403636623913555456,-1.555646,-4.609729,0.539357,0.405259,-0.615569,-0.506321,-0.447749
1403636623918555392,-1.555634,-4.609709,0.539349,0.405238,-0.615622,-0.506302,-0.447717
1403636623923555584,-1.555618,-4.609691,0.539338,0.405232,-0.615656,-0.506230,-0.447757
1403636623928555520,-1.555610,-4.609672,0.539323,0.405177,-0.615734,-0.506226,-0.447704
1403636623933555712,-1.555659,-4.609676,0.539283,0.405171,-0.615779,-0.506242,-0.447629
1403636623938555392,-1.555683,-4.609672,0.539284,0.405227,-0.615715,-0.506243,-0.447665
1403636623943555584,-1.555709,-4.609676,0.539287,0.405236,-0.615693,-0.506301,-0.447621
1403636623948555520,-1.555721,-4.609690,0.539293,0.405305,-0.615687,-0.506251,-0.447624
1403636623953555456,-1.555722,-4.609708,0.539295,0.405344,-0.615717,-0.506160,-0.447650
1403636623958555392,-1.555715,-4.609726,0.539286,0.405318,-0.615802,-0.506099,-0.447625
1403636623963555584,-1.555709,-4.609742,0.539279,0.405326,-0.615813,-0.506029,-0.447683
1403636623968555520,-1.555710,-4.609758,0.539273,0.405307,-0.615805,-0.506066,-0.447669
1403636623973555456,-1.555713,-4.609775,0.539271,0.405289,-0.615780,-0.506153,-0.447621
1403636623978555392,-1.555705,-4.609795,0.539279,0.405279,-0.615690,-0.506219,-0.447679
1403636623983555584,-1.555678,-4.609822,0.539289,0.405207,-0.615670,-0.506264,-0.447721
1403636623988555520,-1.555690,-4.609874,0.539253,0.405131,-0.615698,-0.506224,-0.447796
1403636623993555456,-1.555661,-4.609904,0.539249,0.405058,-0.615725,-0.506179,-0.447877
1403636623998555392,-1.555644,-4.609922,0.539238,0.405005,-0.615758,-0.506182,-0.447876
1403636624003555584,-1.555643,-4.609931,0.539236,0.405051,-0.615721,-0.506176,-0.447892
1403636624008555520,-1.555656,-4.609935,0.539249,0.405137,-0.615666,-0.506202,-0.447860
1403636624013555456,-1.555664,-4.609938,0.539266,0.405221,-0.615629,-0.506207,-0.447830
1403636624018555392,-1.555656,-4.609938,0.539280,0.405273,-0.615566,-0.506162,-0.447921
1403636624023555584,-1.555629,-4.609935,0.539291,0.405213,-0.615588,-0.506154,-0.447953
1403636624028555520,-1.555596,-4.609926,0.539303,0.405137,-0.615639,-0.506123,-0.447987
1403636624033555456,-1.555574,-4.609910,0.539314,0.405063,-0.615683,-0.506127,-0.447989
1403636624038555392,-1.555562,-4.609889,0.539317,0.405001,-0.615745,-0.506196,-0.447882
1403636624043555584,-1.555556,-4.609869,0.539330,0.405059,-0.615719,-0.506206,-0.447852
1403636624048555520,-1.555551,-4.609855,0.539351,0.405121,-0.615721,-0.506208,-0.447793
1403636624053555456,-1.555540,-4.609849,0.539379,0.405177,-0.615764,-0.506147,-0.447752
1403636624058555648,-1.555523,-4.609849,0.539413,0.405249,-0.615759,-0.506024,-0.447832
1403636624063555584,-1.555507,-4.609845,0.539441,0.405215,-0.615816,-0.505993,-0.447819
1403636624068555520,-1.555495,-4.609833,0.539463,0.405158,-0.615844,-0.506001,-0.447824
1403636624073555456,-1.555490,-4.609809,0.539474,0.405066,-0.615870,-0.506082,-0.447780
1403636624078555648,-1.555481,-4.609787,0.539476,0.404993,-0.615916,-0.506150,-0.447706
1403636624083555584,-1.555461,-4.609770,0.539476,0.404967,-0.615961,-0.506129,-0.447690
1403636624088555520,-1.555624,-4.609816,0.539310,0.404932,-0.616042,-0.506058,-0.447692
1403636624093555456,-1.555607,-4.609822,0.539308,0.404937,-0.616109,-0.505897,-0.447777
